,gene,sg^Ind1^Rep1^CellType
174,gene-233,-0.0850810091103256
175,gene-234,0.1778306759206885
176,gene-235,0.14663552099195332
177,gene-236,0.11411710620157217
178,gene-237,0.5687105110740056
179,gene-238,0.1321305276898492
180,gene-240,0.13721016823187765
181,gene-241,0.3505686796139075
182,gene-242,-0.20496183436671697
183,gene-243,-0.6174267064263823
184,gene-244,0.022473870395771298
185,gene-247,-0.06724839429152145
186,gene-248,-0.024914090903600063
187,gene-249,-0.15658780273969344
188,gene-250,-0.1732774642466275
189,gene-251,-0.1584601757377442
190,gene-252,0.06563041700389145
191,gene-253,0.21701010564716583
192,gene-255,0.31258359839679517
193,gene-256,0.10253482248869979
194,gene-257,-0.06470528475016482
195,gene-258,0.25111954186550267
196,gene-259,-0.2081997661663948
197,gene-262,-0.21196608636878986
198,gene-263,-0.038749147203688376
199,gene-264,0.09695009549882988
200,gene-265,0.16664005106053453
201,gene-266,0.10400850842252753
202,gene-267,0.07822317444900748
203,gene-271,0.016325962743682178
204,gene-272,-0.10729201689488828
205,gene-273,0.10971806491647498
206,gene-274,0.059939891893822664
207,gene-275,-0.1688590310039509
208,gene-276,0.19591560329150676
209,gene-277,0.07063616587873142
210,gene-279,-0.021796043419300245
211,gene-280,0.36002496990019867
212,gene-281,0.0385031961416899
213,gene-283,-0.20300261559079755
214,gene-284,-0.10205188430526843
215,gene-285,0.12983650067387129
216,gene-286,0.3062418348325514
217,gene-287,-0.05679039884425309
218,gene-289,0.3708958022215932
219,gene-290,0.02556457373153277
220,gene-291,-0.28190291279112134
221,gene-292,-0.030874603583740078
222,gene-293,-0.11007577121384665
223,gene-294,0.24975666713015696
224,gene-295,-0.5604878758705105
225,gene-296,0.09877430431684434
226,gene-297,-0.24787773574981395
227,gene-298,-0.11569772437859172
228,gene-300,-0.36565632002568554
229,gene-301,-0.32157383206460444
230,gene-302,0.35045167678807243
231,gene-303,0.34821516087880877
232,gene-304,-0.10944306034966539
233,gene-305,-0.06365423180123382
234,gene-306,0.15168216607612436
235,gene-307,-0.1045551886698135
236,gene-308,-0.2585505251334084
237,gene-309,-0.32771492186193274
238,gene-310,0.16620068628038343
239,gene-311,-0.30599031254341813
240,gene-313,-0.35851544855761125
241,gene-314,-0.43429498466926825
242,gene-316,0.3280047889940468
243,gene-317,0.15275294193990158
244,gene-318,0.32416839874710834
245,gene-319,-0.19835281311923578
246,gene-320,0.3934644470371183
247,gene-321,-0.07959532626028579
248,gene-323,0.11608548325650858
249,gene-327,0.00686960573688815
250,gene-328,0.09693200151958699
251,gene-329,0.1553675064875399
252,gene-330,-0.4530635523633785
253,gene-331,0.09017356941555123
254,gene-334,0.15127012517461932
255,gene-335,-0.06003700972547326
256,gene-336,-0.18842538479086454
257,gene-337,-0.3806454388305057
258,gene-338,-0.42096416081166765
259,gene-340,-0.022631706937612885
260,gene-341,0.21908883183833797
261,gene-342,-0.3215349784171514
262,gene-344,-0.37812691889807226
263,gene-346,-0.006797387291047712
264,gene-347,-0.07425743130348292
265,gene-348,-0.029373022121433195
266,gene-351,0.32810542744392274
267,gene-352,0.2478306396319673
268,gene-353,0.2051660246704471
269,gene-354,-0.02130608076786439
270,gene-355,-0.12157004404676637
